id,program,arguments
38,CHANGE_HOUSE,own
38,STOP,0
39,CHANGE_INCOME,20000
39,STOP,0
40,CHANGE_JOB,impiegato
40,CHANGE_INCOME,20000
40,CHANGE_INCOME,20000
40,STOP,0
41,CHANGE_JOB,impiegato
41,CHANGE_INCOME,20000
41,CHANGE_RELATION,divorziato/a
41,CHANGE_EDUCATION,phd
41,CHANGE_INCOME,20000
41,STOP,0
42,CHANGE_JOB,impiegato
42,CHANGE_HOUSE,own
42,STOP,0
44,CHANGE_HOUSE,own
44,STOP,0
45,CHANGE_JOB,impiegato
45,CHANGE_INCOME,20000
45,CHANGE_RELATION,divorziato/a
45,CHANGE_EDUCATION,phd
45,CHANGE_INCOME,20000
45,STOP,0
46,CHANGE_JOB,impiegato
46,CHANGE_INCOME,20000
46,STOP,0
47,CHANGE_JOB,impiegato
47,CHANGE_EDUCATION,triennale
47,CHANGE_HOUSE,own
47,STOP,0
48,CHANGE_JOB,impiegato
48,CHANGE_HOUSE,own
48,STOP,0
49,CHANGE_JOB,impiegato
49,CHANGE_EDUCATION,triennale
49,CHANGE_HOUSE,own
49,CHANGE_INCOME,20000
49,STOP,0
50,CHANGE_JOB,impiegato
50,CHANGE_INCOME,20000
50,STOP,0
51,CHANGE_JOB,impiegato
51,CHANGE_INCOME,20000
51,STOP,0
52,CHANGE_JOB,impiegato
52,CHANGE_HOUSE,own
52,STOP,0
53,CHANGE_JOB,impiegato
53,CHANGE_HOUSE,own
53,STOP,0
54,CHANGE_JOB,impiegato
54,CHANGE_HOUSE,own
54,CHANGE_INCOME,20000
54,STOP,0
55,CHANGE_EDUCATION,triennale
55,CHANGE_HOUSE,own
55,CHANGE_INCOME,20000
55,STOP,0
56,CHANGE_JOB,impiegato
56,STOP,0
57,CHANGE_JOB,impiegato
57,CHANGE_EDUCATION,triennale
57,CHANGE_HOUSE,own
57,CHANGE_INCOME,20000
57,CHANGE_INCOME,20000
57,CHANGE_INCOME,20000
57,STOP,0
58,CHANGE_JOB,impiegato
58,CHANGE_HOUSE,own
58,STOP,0
59,CHANGE_HOUSE,own
59,STOP,0
60,CHANGE_JOB,impiegato
60,CHANGE_HOUSE,own
60,CHANGE_INCOME,20000
60,STOP,0
61,CHANGE_JOB,impiegato
61,CHANGE_EDUCATION,triennale
61,CHANGE_INCOME,20000
61,STOP,0
62,CHANGE_JOB,impiegato
62,CHANGE_EDUCATION,triennale
62,CHANGE_INCOME,20000
62,CHANGE_INCOME,20000
62,CHANGE_INCOME,20000
62,STOP,0
63,CHANGE_JOB,impiegato
63,STOP,0
64,CHANGE_EDUCATION,triennale
64,STOP,0
65,CHANGE_JOB,impiegato
65,CHANGE_EDUCATION,triennale
65,CHANGE_INCOME,20000
65,STOP,0
66,CHANGE_JOB,impiegato
66,CHANGE_EDUCATION,triennale
66,CHANGE_HOUSE,own
66,STOP,0
67,CHANGE_JOB,impiegato
67,CHANGE_HOUSE,own
67,STOP,0
68,CHANGE_JOB,impiegato
68,CHANGE_HOUSE,own
68,STOP,0
69,CHANGE_HOUSE,own
69,CHANGE_INCOME,20000
69,STOP,0
70,CHANGE_JOB,impiegato
70,CHANGE_EDUCATION,triennale
70,CHANGE_HOUSE,own
70,STOP,0
71,CHANGE_HOUSE,own
71,CHANGE_INCOME,20000
71,STOP,0
72,CHANGE_JOB,impiegato
72,CHANGE_EDUCATION,triennale
72,CHANGE_HOUSE,own
72,STOP,0
73,CHANGE_JOB,impiegato
73,CHANGE_INCOME,20000
73,STOP,0
74,CHANGE_JOB,impiegato
74,CHANGE_INCOME,20000
74,STOP,0
75,CHANGE_JOB,impiegato
75,CHANGE_HOUSE,own
75,CHANGE_INCOME,20000
75,CHANGE_RELATION,sposato/a
75,CHANGE_INCOME,20000
75,STOP,0
76,CHANGE_JOB,impiegato
76,CHANGE_HOUSE,own
76,STOP,0
77,CHANGE_HOUSE,own
77,STOP,0
78,CHANGE_JOB,impiegato
78,CHANGE_EDUCATION,triennale
78,CHANGE_INCOME,20000
78,STOP,0
79,CHANGE_JOB,impiegato
79,CHANGE_EDUCATION,triennale
79,CHANGE_HOUSE,own
79,CHANGE_INCOME,20000
79,CHANGE_INCOME,20000
79,CHANGE_INCOME,20000
79,STOP,0
80,CHANGE_JOB,impiegato
80,CHANGE_EDUCATION,triennale
80,CHANGE_HOUSE,own
80,STOP,0
81,CHANGE_HOUSE,own
81,STOP,0
82,CHANGE_JOB,impiegato
82,CHANGE_EDUCATION,triennale
82,CHANGE_INCOME,20000
82,CHANGE_HOUSE,own
82,CHANGE_INCOME,20000
82,CHANGE_INCOME,20000
82,STOP,0
83,CHANGE_JOB,impiegato
83,CHANGE_EDUCATION,triennale
83,CHANGE_INCOME,20000
83,CHANGE_INCOME,20000
83,CHANGE_INCOME,20000
83,STOP,0
84,CHANGE_JOB,impiegato
84,STOP,0
85,CHANGE_JOB,impiegato
85,CHANGE_HOUSE,own
85,STOP,0
86,CHANGE_JOB,impiegato
86,CHANGE_EDUCATION,triennale
86,CHANGE_HOUSE,own
86,CHANGE_INCOME,20000
86,STOP,0
87,CHANGE_JOB,impiegato
87,CHANGE_EDUCATION,triennale
87,CHANGE_HOUSE,own
87,CHANGE_INCOME,20000
87,STOP,0
88,CHANGE_JOB,impiegato
88,CHANGE_EDUCATION,triennale
88,CHANGE_INCOME,20000
88,CHANGE_HOUSE,own
88,CHANGE_INCOME,20000
88,CHANGE_INCOME,20000
88,STOP,0
89,CHANGE_JOB,impiegato
89,CHANGE_EDUCATION,triennale
89,CHANGE_HOUSE,own
89,STOP,0
90,CHANGE_JOB,impiegato
90,CHANGE_EDUCATION,triennale
90,CHANGE_HOUSE,own
90,CHANGE_INCOME,20000
90,CHANGE_INCOME,20000
90,CHANGE_INCOME,20000
90,STOP,0
91,CHANGE_JOB,impiegato
91,CHANGE_EDUCATION,triennale
91,CHANGE_INCOME,20000
91,CHANGE_INCOME,20000
91,CHANGE_INCOME,20000
91,STOP,0
92,CHANGE_HOUSE,own
92,CHANGE_JOB,ceo
92,CHANGE_INCOME,20000
92,STOP,0
93,CHANGE_JOB,impiegato
93,CHANGE_EDUCATION,triennale
93,CHANGE_HOUSE,own
93,CHANGE_INCOME,20000
93,STOP,0
94,CHANGE_EDUCATION,triennale
94,STOP,0
95,CHANGE_HOUSE,own
95,CHANGE_INCOME,20000
95,STOP,0
96,CHANGE_HOUSE,own
96,STOP,0
97,CHANGE_JOB,impiegato
97,CHANGE_HOUSE,own
97,STOP,0
98,CHANGE_JOB,impiegato
98,CHANGE_EDUCATION,triennale
98,CHANGE_HOUSE,own
98,CHANGE_INCOME,20000
98,STOP,0
99,CHANGE_JOB,impiegato
99,CHANGE_HOUSE,own
99,CHANGE_INCOME,20000
99,STOP,0
