id,program,arguments
50,CHANGE_EDUCATION,triennale
50,STOP,0
51,CHANGE_HOUSE,own
51,CHANGE_EDUCATION,triennale
51,CHANGE_INCOME,20000
51,STOP,0
52,CHANGE_JOB,ceo
52,CHANGE_INCOME,20000
52,STOP,0
53,CHANGE_HOUSE,own
53,CHANGE_EDUCATION,triennale
53,CHANGE_JOB,ceo
53,CHANGE_INCOME,20000
53,STOP,0
54,CHANGE_HOUSE,own
54,CHANGE_EDUCATION,triennale
54,CHANGE_JOB,impiegato
54,CHANGE_INCOME,50000
54,STOP,0
55,CHANGE_HOUSE,own
55,CHANGE_EDUCATION,triennale
55,CHANGE_JOB,impiegato
55,STOP,0
56,CHANGE_JOB,impiegato
56,CHANGE_EDUCATION,triennale
56,CHANGE_PURPOSE,education
56,CHANGE_HOUSE,own
56,CHANGE_INCOME,50000
56,STOP,0
59,CHANGE_HOUSE,own
59,CHANGE_JOB,ceo
59,CHANGE_INCOME,20000
59,STOP,0
60,CHANGE_JOB,impiegato
60,CHANGE_EDUCATION,triennale
60,CHANGE_PURPOSE,education
60,CHANGE_HOUSE,own
60,CHANGE_INCOME,50000
60,STOP,0
61,CHANGE_HOUSE,own
61,CHANGE_JOB,impiegato
61,CHANGE_INCOME,20000
61,STOP,0
62,CHANGE_JOB,ceo
62,CHANGE_INCOME,20000
62,STOP,0
63,CHANGE_JOB,impiegato
63,CHANGE_EDUCATION,triennale
63,CHANGE_PURPOSE,education
63,CHANGE_HOUSE,own
63,CHANGE_INCOME,50000
63,STOP,0
64,CHANGE_JOB,impiegato
64,CHANGE_EDUCATION,triennale
64,CHANGE_PURPOSE,education
64,CHANGE_HOUSE,own
64,CHANGE_INCOME,50000
64,STOP,0
65,CHANGE_JOB,impiegato
65,CHANGE_INCOME,20000
65,STOP,0
66,CHANGE_HOUSE,own
66,CHANGE_EDUCATION,triennale
66,CHANGE_JOB,impiegato
66,CHANGE_INCOME,20000
66,STOP,0
67,CHANGE_JOB,impiegato
67,CHANGE_INCOME,20000
67,STOP,0
69,CHANGE_HOUSE,own
69,CHANGE_EDUCATION,triennale
69,STOP,0
70,CHANGE_JOB,impiegato
70,CHANGE_EDUCATION,triennale
70,CHANGE_PURPOSE,education
70,CHANGE_HOUSE,own
70,CHANGE_INCOME,50000
70,STOP,0
71,CHANGE_JOB,ceo
71,STOP,0
72,CHANGE_HOUSE,own
72,CHANGE_JOB,impiegato
72,CHANGE_INCOME,50000
72,STOP,0
73,CHANGE_EDUCATION,triennale
73,CHANGE_JOB,impiegato
73,CHANGE_INCOME,50000
73,STOP,0
74,CHANGE_HOUSE,own
74,CHANGE_EDUCATION,triennale
74,CHANGE_JOB,impiegato
74,CHANGE_INCOME,20000
74,STOP,0
75,CHANGE_JOB,impiegato
75,CHANGE_EDUCATION,triennale
75,CHANGE_PURPOSE,education
75,CHANGE_HOUSE,own
75,CHANGE_INCOME,50000
75,STOP,0
76,CHANGE_HOUSE,own
76,CHANGE_JOB,impiegato
76,CHANGE_INCOME,50000
76,STOP,0
78,CHANGE_JOB,impiegato
78,CHANGE_EDUCATION,triennale
78,CHANGE_PURPOSE,education
78,CHANGE_HOUSE,own
78,CHANGE_INCOME,50000
78,STOP,0
79,CHANGE_HOUSE,own
79,CHANGE_JOB,ceo
79,CHANGE_INCOME,20000
79,STOP,0
80,CHANGE_JOB,impiegato
80,CHANGE_INCOME,20000
80,STOP,0
81,CHANGE_HOUSE,own
81,CHANGE_EDUCATION,triennale
81,CHANGE_JOB,impiegato
81,CHANGE_INCOME,50000
81,STOP,0
82,CHANGE_JOB,impiegato
82,CHANGE_EDUCATION,triennale
82,CHANGE_PURPOSE,education
82,CHANGE_HOUSE,own
82,CHANGE_INCOME,50000
82,STOP,0
83,CHANGE_HOUSE,own
83,CHANGE_EDUCATION,triennale
83,CHANGE_JOB,ceo
83,CHANGE_INCOME,20000
83,STOP,0
84,CHANGE_HOUSE,own
84,STOP,0
85,CHANGE_HOUSE,own
85,CHANGE_JOB,ceo
85,CHANGE_INCOME,50000
85,STOP,0
86,CHANGE_HOUSE,own
86,CHANGE_JOB,impiegato
86,CHANGE_INCOME,20000
86,STOP,0
87,CHANGE_HOUSE,own
87,CHANGE_EDUCATION,triennale
87,CHANGE_JOB,impiegato
87,CHANGE_INCOME,50000
87,STOP,0
88,CHANGE_JOB,impiegato
88,CHANGE_INCOME,50000
88,STOP,0
89,CHANGE_EDUCATION,phd
89,CHANGE_INCOME,20000
89,STOP,0
90,CHANGE_JOB,impiegato
90,CHANGE_EDUCATION,triennale
90,CHANGE_PURPOSE,education
90,CHANGE_HOUSE,own
90,CHANGE_INCOME,50000
90,STOP,0
91,CHANGE_HOUSE,own
91,CHANGE_JOB,impiegato
91,STOP,0
92,CHANGE_JOB,impiegato
92,CHANGE_EDUCATION,triennale
92,CHANGE_PURPOSE,education
92,CHANGE_HOUSE,own
92,CHANGE_INCOME,50000
92,STOP,0
93,CHANGE_EDUCATION,triennale
93,CHANGE_JOB,impiegato
93,CHANGE_INCOME,20000
93,STOP,0
95,CHANGE_JOB,impiegato
95,CHANGE_EDUCATION,triennale
95,CHANGE_PURPOSE,education
95,CHANGE_HOUSE,own
95,CHANGE_INCOME,50000
95,STOP,0
96,CHANGE_JOB,impiegato
96,STOP,0
97,CHANGE_HOUSE,own
97,CHANGE_JOB,impiegato
97,CHANGE_INCOME,20000
97,STOP,0
98,CHANGE_HOUSE,own
98,STOP,0
