id,program,arguments
64,CHANGE_OCCUPATION,Prof-specialty
64,CHANGE_RELATIONSHIP,Wife
64,STOP,0
65,CHANGE_WORKCLASS,Federal-gov
65,CHANGE_EDUCATION,Prof-school
65,STOP,0
66,CHANGE_WORKCLASS,Federal-gov
66,CHANGE_EDUCATION,Prof-school
66,CHANGE_OCCUPATION,Tech-support
66,CHANGE_RELATIONSHIP,Wife
66,STOP,0
67,CHANGE_WORKCLASS,Private
67,CHANGE_EDUCATION,Prof-school
67,CHANGE_RELATIONSHIP,Wife
67,CHANGE_OCCUPATION,Prof-specialty
67,STOP,0
68,CHANGE_WORKCLASS,Private
68,CHANGE_EDUCATION,Prof-school
68,STOP,0
69,CHANGE_WORKCLASS,Federal-gov
69,CHANGE_RELATIONSHIP,Own-child
69,CHANGE_EDUCATION,Prof-school
69,STOP,0
71,CHANGE_WORKCLASS,Federal-gov
71,CHANGE_EDUCATION,Prof-school
71,STOP,0
72,CHANGE_WORKCLASS,Private
72,CHANGE_EDUCATION,Prof-school
72,CHANGE_RELATIONSHIP,Wife
72,CHANGE_OCCUPATION,Prof-specialty
72,STOP,0
73,CHANGE_WORKCLASS,Private
73,CHANGE_EDUCATION,Prof-school
73,CHANGE_OCCUPATION,Tech-support
73,STOP,0
74,CHANGE_WORKCLASS,Federal-gov
74,STOP,0
75,CHANGE_WORKCLASS,Federal-gov
75,CHANGE_EDUCATION,Prof-school
75,STOP,0
76,CHANGE_WORKCLASS,Federal-gov
76,CHANGE_EDUCATION,Prof-school
76,CHANGE_RELATIONSHIP,Wife
76,STOP,0
77,CHANGE_WORKCLASS,Private
77,CHANGE_EDUCATION,Prof-school
77,CHANGE_OCCUPATION,Tech-support
77,STOP,0
78,CHANGE_WORKCLASS,Federal-gov
78,CHANGE_EDUCATION,Prof-school
78,STOP,0
79,CHANGE_WORKCLASS,Federal-gov
79,CHANGE_EDUCATION,Prof-school
79,STOP,0
80,CHANGE_WORKCLASS,Private
80,CHANGE_EDUCATION,Prof-school
80,CHANGE_OCCUPATION,Exec-managerial
80,CHANGE_RELATIONSHIP,Wife
80,STOP,0
81,CHANGE_WORKCLASS,Federal-gov
81,CHANGE_EDUCATION,Prof-school
81,STOP,0
82,CHANGE_WORKCLASS,Federal-gov
82,CHANGE_EDUCATION,Prof-school
82,CHANGE_OCCUPATION,Tech-support
82,STOP,0
83,CHANGE_WORKCLASS,Federal-gov
83,CHANGE_EDUCATION,Prof-school
83,STOP,0
84,CHANGE_WORKCLASS,Federal-gov
84,CHANGE_EDUCATION,Prof-school
84,STOP,0
85,CHANGE_WORKCLASS,Federal-gov
85,CHANGE_EDUCATION,Prof-school
85,STOP,0
86,CHANGE_WORKCLASS,Private
86,CHANGE_EDUCATION,Prof-school
86,CHANGE_RELATIONSHIP,Wife
86,CHANGE_OCCUPATION,Prof-specialty
86,STOP,0
87,CHANGE_WORKCLASS,Private
87,CHANGE_EDUCATION,Prof-school
87,CHANGE_RELATIONSHIP,Wife
87,STOP,0
88,CHANGE_WORKCLASS,Private
88,CHANGE_EDUCATION,Prof-school
88,CHANGE_RELATIONSHIP,Wife
88,STOP,0
89,CHANGE_WORKCLASS,Private
89,CHANGE_EDUCATION,Prof-school
89,STOP,0
90,CHANGE_WORKCLASS,Private
90,CHANGE_EDUCATION,Prof-school
90,CHANGE_RELATIONSHIP,Wife
90,STOP,0
91,CHANGE_WORKCLASS,Private
91,CHANGE_EDUCATION,Prof-school
91,STOP,0
92,CHANGE_WORKCLASS,Private
92,CHANGE_EDUCATION,Prof-school
92,STOP,0
93,CHANGE_WORKCLASS,Private
93,CHANGE_EDUCATION,Prof-school
93,CHANGE_OCCUPATION,Tech-support
93,CHANGE_RELATIONSHIP,Wife
93,STOP,0
95,CHANGE_WORKCLASS,Private
95,CHANGE_EDUCATION,Prof-school
95,CHANGE_RELATIONSHIP,Wife
95,STOP,0
96,CHANGE_WORKCLASS,Private
96,CHANGE_EDUCATION,Prof-school
96,CHANGE_OCCUPATION,Tech-support
96,CHANGE_RELATIONSHIP,Wife
96,STOP,0
97,CHANGE_WORKCLASS,Federal-gov
97,CHANGE_EDUCATION,Prof-school
97,STOP,0
98,CHANGE_WORKCLASS,Federal-gov
98,CHANGE_EDUCATION,Prof-school
98,STOP,0
99,CHANGE_WORKCLASS,Federal-gov
99,CHANGE_EDUCATION,Prof-school
99,CHANGE_RELATIONSHIP,Wife
99,STOP,0
