id,program,arguments
44,CHANGE_RELATIONSHIP,Wife
44,STOP,0
45,CHANGE_RELATIONSHIP,Wife
45,STOP,0
46,CHANGE_WORKCLASS,Local-gov
46,CHANGE_OCCUPATION,Protective-serv
46,STOP,0
47,CHANGE_OCCUPATION,Prof-specialty
47,CHANGE_RELATIONSHIP,Wife
47,STOP,0
48,CHANGE_WORKCLASS,Federal-gov
48,CHANGE_RELATIONSHIP,Wife
48,STOP,0
50,CHANGE_RELATIONSHIP,Wife
50,CHANGE_EDUCATION,Masters
50,STOP,0
51,CHANGE_OCCUPATION,Tech-support
51,STOP,0
53,CHANGE_WORKCLASS,Federal-gov
53,STOP,0
55,CHANGE_OCCUPATION,Prof-specialty
55,CHANGE_RELATIONSHIP,Wife
55,STOP,0
57,CHANGE_OCCUPATION,Craft-repair
57,STOP,0
58,CHANGE_WORKCLASS,Self-emp-inc
58,CHANGE_RELATIONSHIP,Wife
58,STOP,0
60,CHANGE_OCCUPATION,Prof-specialty
60,CHANGE_RELATIONSHIP,Wife
60,CHANGE_EDUCATION,Bachelors
60,STOP,0
61,CHANGE_OCCUPATION,Prof-specialty
61,CHANGE_RELATIONSHIP,Wife
61,STOP,0
62,CHANGE_OCCUPATION,Tech-support
62,CHANGE_RELATIONSHIP,Wife
62,STOP,0
65,CHANGE_RELATIONSHIP,Wife
65,STOP,0
66,CHANGE_RELATIONSHIP,Wife
66,STOP,0
67,CHANGE_WORKCLASS,Local-gov
67,CHANGE_RELATIONSHIP,Wife
67,STOP,0
68,CHANGE_RELATIONSHIP,Wife
68,STOP,0
69,CHANGE_RELATIONSHIP,Wife
69,STOP,0
71,CHANGE_WORKCLASS,Federal-gov
71,CHANGE_EDUCATION,7th-8th
71,STOP,0
73,CHANGE_EDUCATION,Doctorate
73,STOP,0
74,CHANGE_WORKCLASS,Private
74,STOP,0
75,CHANGE_RELATIONSHIP,Wife
75,STOP,0
76,CHANGE_RELATIONSHIP,Wife
76,STOP,0
77,CHANGE_EDUCATION,Masters
77,STOP,0
78,CHANGE_OCCUPATION,Craft-repair
78,STOP,0
79,CHANGE_WORKCLASS,Self-emp-inc
79,STOP,0
80,CHANGE_RELATIONSHIP,Wife
80,STOP,0
81,CHANGE_OCCUPATION,Craft-repair
81,STOP,0
82,CHANGE_OCCUPATION,Prof-specialty
82,CHANGE_EDUCATION,Masters
82,STOP,0
83,CHANGE_WORKCLASS,Federal-gov
83,STOP,0
84,CHANGE_WORKCLASS,Local-gov
84,CHANGE_RELATIONSHIP,Wife
84,STOP,0
85,CHANGE_RELATIONSHIP,Wife
85,CHANGE_WORKCLASS,Federal-gov
85,STOP,0
86,CHANGE_WORKCLASS,Self-emp-inc
86,CHANGE_OCCUPATION,Tech-support
86,CHANGE_EDUCATION,Doctorate
86,STOP,0
87,CHANGE_OCCUPATION,Prof-specialty
87,CHANGE_RELATIONSHIP,Wife
87,STOP,0
88,CHANGE_EDUCATION,Masters
88,CHANGE_RELATIONSHIP,Wife
88,STOP,0
89,CHANGE_OCCUPATION,Protective-serv
89,CHANGE_RELATIONSHIP,Wife
89,STOP,0
90,CHANGE_EDUCATION,Masters
90,CHANGE_RELATIONSHIP,Wife
90,STOP,0
91,CHANGE_WORKCLASS,State-gov
91,CHANGE_RELATIONSHIP,Wife
91,STOP,0
92,CHANGE_WORKCLASS,Federal-gov
92,CHANGE_RELATIONSHIP,Wife
92,STOP,0
93,CHANGE_RELATIONSHIP,Wife
93,STOP,0
96,CHANGE_RELATIONSHIP,Wife
96,CHANGE_WORKCLASS,Federal-gov
96,STOP,0
97,CHANGE_OCCUPATION,Protective-serv
97,CHANGE_WORKCLASS,Federal-gov
97,STOP,0
98,CHANGE_WORKCLASS,Federal-gov
98,STOP,0
99,CHANGE_RELATIONSHIP,Wife
99,CHANGE_OCCUPATION,Prof-specialty
99,STOP,0
